wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOZ,SSVE,SVEL,VPVS,ECGR,PEFZ
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5509.71,59.25852,104.1778,5.52E+10,2.19E+10,3.85E+10,2.39E+10,6.77E+10,0.07717181,0.007820599,0.2608387,2.55841,2925.768,5143.564,1.758022,16.39762,4.856038
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5509.8624,58.97393,103.4277,5.55E+10,2.20E+10,3.84E+10,2.37E+10,6.78E+10,0.07876632,0.006262598,0.2591246,2.557018,2946.993,5168.392,1.753786,16.18547,4.865223
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5510.0148,59.1525,104.648,5.49E+10,2.17E+10,3.90E+10,2.45E+10,6.80E+10,0.0830973,0.007292811,0.2652282,2.555947,2912.641,5152.786,1.76912,14.1872,4.842346
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5510.1672,59.01968,105.118,5.45E+10,2.15E+10,3.95E+10,2.52E+10,6.81E+10,0.08814944,0.009778881,0.2698162,2.555961,2899.599,5164.381,1.781069,12.39593,4.839998
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5510.3196,59.29614,104.8506,5.48E+10,2.17E+10,3.88E+10,2.44E+10,6.77E+10,0.09274973,0.008626957,0.2648925,2.545071,2906.996,5140.307,1.768256,10.88485,4.869329
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5510.472,59.63371,105.4044,5.40E+10,2.13E+10,3.82E+10,2.40E+10,6.66E+10,0.09542888,0.006109926,0.2646131,2.537678,2891.725,5111.21,1.76753,10.6008,4.941238
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5510.6244,59.65934,106.2664,5.29E+10,2.08E+10,3.83E+10,2.44E+10,6.60E+10,0.09616545,0.005377591,0.2698711,2.529767,2868.273,5109.007,1.781219,10.73572,4.971167
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5510.7768,60.12273,106.8527,5.26E+10,2.07E+10,3.78E+10,2.40E+10,6.55E+10,0.1009151,0.004781372,0.2683676,2.531191,2852.529,5069.645,1.777244,10.79738,4.949374
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5510.9292,61.16506,106.9975,5.12E+10,2.03E+10,3.51E+10,2.16E+10,6.23E+10,0.112252,0.004045965,0.2572849,2.523102,2848.666,4983.309,1.749346,10.81444,4.93443
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5511.0816,62.49229,109.9552,4.91E+10,1.95E+10,3.43E+10,2.13E+10,6.03E+10,0.1288047,0.004625952,0.2614239,2.512508,2772.14,4877.505,1.759489,10.10621,4.939751
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5511.234,62.40982,111.1493,4.75E+10,1.87E+10,3.44E+10,2.19E+10,5.94E+10,0.1362953,0.008407749,0.2697669,2.494688,2742.271,4883.849,1.78096,8.939028,4.944845
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5511.3864,63.0176,111.2721,4.69E+10,1.86E+10,3.31E+10,2.08E+10,5.79E+10,0.1329937,0.01230531,0.2639028,2.490467,2739.23,4836.767,1.765739,8.083842,4.900418
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5511.5388,62.86188,113.0365,4.62E+10,1.81E+10,3.44E+10,2.23E+10,5.86E+10,0.123221,0.01302791,0.276103,2.494707,2696.507,4848.728,1.798177,8.776469,4.854795
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5511.6912,62.38694,113.2145,4.65E+10,1.81E+10,3.55E+10,2.34E+10,5.97E+10,0.1126607,0.01104668,0.2819598,2.499775,2692.236,4885.651,1.81472,9.631991,4.857159
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5511.8436,61.2576,113.2145,4.70E+10,1.82E+10,3.78E+10,2.57E+10,6.21E+10,0.1081351,0.01078263,0.2930114,2.500355,2692.234,4975.786,1.8482,10.72396,4.910483
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5511.996,60.45102,111.3568,4.86E+10,1.88E+10,3.88E+10,2.62E+10,6.39E+10,0.112254,0.01055421,0.2910834,2.501095,2737.186,5042.139,1.842095,10.75647,4.930069
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5512.1484,61.11711,110.9904,4.85E+10,1.89E+10,3.72E+10,2.46E+10,6.24E+10,0.1186392,0.007521098,0.2824063,2.51077,2746.184,4987.181,1.816044,11.20697,4.859464
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5512.3008,60.7695,111.0932,4.88E+10,1.90E+10,3.81E+10,2.55E+10,6.34E+10,0.122652,0.003701646,0.2865029,2.522378,2743.642,5015.683,1.828112,11.39387,4.808373
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5512.4532,60.97412,110.896,4.93E+10,1.92E+10,3.79E+10,2.51E+10,6.35E+10,0.120887,0.00083821,0.2833431,2.53394,2748.521,4998.846,1.818741,11.59704,4.855069
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5512.6056,61.39915,110.8522,4.90E+10,1.92E+10,3.69E+10,2.41E+10,6.25E+10,0.1111432,0.000113371,0.2787197,2.54138,2749.606,4964.25,1.805441,11.51283,4.981795
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5512.758,60.69658,110.6686,4.93E+10,1.92E+10,3.82E+10,2.54E+10,6.38E+10,0.0995994,4.21E-05,0.2848918,2.555458,2754.17,5021.735,1.823319,12.7152,5.056015
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5512.9104,60.43008,109.8115,5.04E+10,1.96E+10,3.87E+10,2.56E+10,6.49E+10,0.09384348,1.46E-05,0.2828051,2.571747,2775.673,5043.849,1.817165,16.49293,4.878994
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5513.0628,59.45053,107.8084,5.37E+10,2.10E+10,4.10E+10,2.70E+10,6.89E+10,0.09444395,3.71E-06,0.2815119,2.587191,2827.283,5127.017,1.81341,20.52293,4.533823
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5513.2152,59.15442,106.115,5.50E+10,2.16E+10,4.06E+10,2.63E+10,6.94E+10,0.09898835,5.03E-06,0.2745566,2.583858,2872.386,5152.621,1.793861,23.92084,4.150077
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5513.3676,59.04716,104.4158,5.50E+10,2.17E+10,3.90E+10,2.45E+10,6.79E+10,0.1023044,9.58E-06,0.2649154,2.566676,2919.134,5161.976,1.768344,25.43566,3.924502
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5513.52,58.56083,103.1154,5.59E+10,2.22E+10,3.91E+10,2.44E+10,6.87E+10,0.1022414,4.47E-06,0.2619599,2.546356,2955.932,5204.862,1.760823,27.32314,3.827887
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5513.6724,59.72065,102.5121,5.55E+10,2.23E+10,3.60E+10,2.11E+10,6.58E+10,0.09992771,2.86E-06,0.2430828,2.537504,2973.311,5103.864,1.71657,27.14974,3.77883
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5513.8248,59.85299,102.3941,5.67E+10,2.28E+10,3.64E+10,2.12E+10,6.69E+10,0.0964938,5.05E-05,0.2404882,2.53632,2976.735,5092.479,1.71076,26.79221,3.798337
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5513.9772,60.15443,102.5895,5.73E+10,2.31E+10,3.65E+10,2.10E+10,6.73E+10,0.09321342,0.000106366,0.2380155,2.544791,2971.064,5066.964,1.705437,25.86703,4.052394
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5514.1296,60.30415,102.6724,5.54E+10,2.24E+10,3.50E+10,2.01E+10,6.49E+10,0.09149639,3.66E-05,0.236671,2.572186,2968.665,5054.379,1.702577,27.10368,4.598948
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5514.282,60.1242,102.124,5.89E+10,2.38E+10,3.70E+10,2.11E+10,6.88E+10,0.09171961,9.97E-06,0.234758,2.621138,2984.61,5069.508,1.698551,28.13452,5.122705
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5514.4344,59.92984,102.2168,6.08E+10,2.46E+10,3.87E+10,2.23E+10,7.14E+10,0.09396497,4.18E-06,0.238095,2.647349,2981.897,5085.95,1.705609,28.25553,5.283905
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5514.5868,59.93827,102.5197,5.70E+10,2.30E+10,3.66E+10,2.13E+10,6.72E+10,0.09663936,0.000129247,0.240332,2.625988,2973.088,5085.231,1.710421,27.1181,4.970953
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5514.7392,59.81432,102.5354,5.67E+10,2.28E+10,3.67E+10,2.14E+10,6.71E+10,0.09931807,0.001637813,0.2420784,2.594103,2972.633,5095.771,1.714228,26.17035,4.558212
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5514.8916,59.53788,102.226,5.65E+10,2.27E+10,3.67E+10,2.15E+10,6.70E+10,0.1029029,0.007038979,0.2433344,2.56901,2981.629,5119.435,1.716992,25.79381,4.227846
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5515.044,59.51409,102.6122,5.64E+10,2.26E+10,3.71E+10,2.20E+10,6.73E+10,0.1034521,0.006536634,0.2465447,2.568994,2970.41,5121.476,1.724166,26.06492,4.082096
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5515.1964,60.01276,102.6392,5.62E+10,2.26E+10,3.60E+10,2.10E+10,6.62E+10,0.09811262,0.0027219,0.2402681,2.559663,2969.625,5078.938,1.710296,27.12117,4.022246
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5515.3488,60.63109,102.8697,5.52E+10,2.24E+10,3.45E+10,1.96E+10,6.43E+10,0.09128182,0.00013531,0.2338437,2.548516,2962.974,5027.148,1.696655,28.32908,4.016232
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5515.5012,60.35535,103.0061,5.47E+10,2.21E+10,3.49E+10,2.02E+10,6.44E+10,0.08570943,2.33E-05,0.2385851,2.541722,2959.05,5050.097,1.706663,28.37617,3.968167
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5515.6536,60.38929,102.6509,5.57E+10,2.25E+10,3.51E+10,2.00E+10,6.51E+10,0.08204076,0.000102928,0.2353619,2.534006,2969.29,5047.253,1.69982,27.36491,3.908757
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5515.806,60.19758,102.3622,5.52E+10,2.23E+10,3.48E+10,1.99E+10,6.46E+10,0.08500306,2.74E-05,0.2356581,2.531304,2977.661,5063.329,1.700438,26.63322,3.913016
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5515.9584,59.91517,102.5975,5.54E+10,2.23E+10,3.57E+10,2.08E+10,6.54E+10,0.0937102,0.000293629,0.2412301,2.52694,2970.832,5087.198,1.712383,25.99482,4.165273
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5516.1108,59.40135,103.3003,5.65E+10,2.26E+10,3.81E+10,2.31E+10,6.82E+10,0.09933713,0.000501064,0.2529719,2.545526,2950.627,5131.215,1.739034,25.59475,4.756793
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5516.2632,59.52946,103.2795,5.67E+10,2.27E+10,3.80E+10,2.29E+10,6.82E+10,0.1019622,0.000654936,0.251241,2.599493,2951.216,5120.155,1.734931,26.44268,5.55716
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5516.4156,60.03823,103.4221,6.21E+10,2.49E+10,4.07E+10,2.41E+10,7.39E+10,0.1117099,0.001248125,0.2458505,2.672242,2947.146,5076.783,1.722609,27.46764,6.004294
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5516.568,60.53323,103.731,5.87E+10,2.36E+10,3.79E+10,2.21E+10,6.94E+10,0.1131065,0.002193451,0.2418006,2.67404,2938.372,5035.266,1.713624,27.61226,5.773649
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5516.7204,60.54758,105.2456,5.40E+10,2.16E+10,3.64E+10,2.20E+10,6.51E+10,0.1064111,0.003682617,0.2526324,2.621451,2896.113,5034.058,1.73823,26.04062,5.051369
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5516.8728,61.39108,105.9401,5.23E+10,2.10E+10,3.45E+10,2.05E+10,6.25E+10,0.1003356,0.003918199,0.2472046,2.544688,2877.104,4964.937,1.725668,24.8035,4.449572
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5517.0252,61.6177,106.7457,5.14E+10,2.05E+10,3.43E+10,2.06E+10,6.17E+10,0.09902573,0.002791652,0.2501433,2.519738,2855.392,4946.633,1.732386,24.81786,4.224369
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5517.1776,61.16014,107.715,5.13E+10,2.03E+10,3.59E+10,2.24E+10,6.30E+10,0.1014264,0.00207284,0.2620915,2.515536,2829.7,4983.652,1.761206,26.17386,4.244247
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5517.33,61.0867,107.5003,5.10E+10,2.02E+10,3.56E+10,2.22E+10,6.26E+10,0.1006609,0.000488423,0.2615517,2.514961,2835.341,4989.63,1.759799,28.96472,4.355431
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5517.4824,61.90129,107.3684,5.06E+10,2.02E+10,3.39E+10,2.04E+10,6.08E+10,0.09802683,0.000392973,0.251049,2.509681,2838.824,4924.012,1.734526,30.50938,4.452831
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5517.6348,60.83471,107.6972,5.06E+10,2.00E+10,3.60E+10,2.27E+10,6.27E+10,0.09706156,0.002479196,0.2656783,2.511305,2830.158,5010.379,1.770359,31.74095,4.494042
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5517.7872,60.09393,107.1281,5.18E+10,2.04E+10,3.76E+10,2.40E+10,6.47E+10,0.099416,0.004974867,0.2704248,2.513807,2845.195,5072.093,1.782684,31.48577,4.46454
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5517.9396,60.39011,106.0307,5.27E+10,2.09E+10,3.66E+10,2.26E+10,6.44E+10,0.1045986,0.003514529,0.2599099,2.522507,2874.654,5047.192,1.75577,31.63214,4.383114
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5518.092,60.39771,105.3076,5.35E+10,2.13E+10,3.64E+10,2.22E+10,6.48E+10,0.1069891,0.001889749,0.254903,2.522903,2894.383,5046.549,1.74357,30.50262,4.373324
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5518.2444,60.54929,104.7423,5.38E+10,2.15E+10,3.57E+10,2.14E+10,6.44E+10,0.1046442,0.001577417,0.2490476,2.523628,2910.002,5033.917,1.72987,30.45333,4.538147
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5518.3968,60.63875,104.1386,5.38E+10,2.16E+10,3.50E+10,2.05E+10,6.38E+10,0.1007862,0.002576038,0.2434973,2.532381,2926.872,5026.49,1.717362,30.83996,4.893877
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5518.5492,61.03832,103.2083,5.61E+10,2.28E+10,3.48E+10,1.96E+10,6.52E+10,0.09886007,0.003776235,0.2310268,2.569805,2953.264,4993.595,1.690885,31.65249,5.210747
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5518.7016,60.83708,103.3109,5.66E+10,2.29E+10,3.55E+10,2.03E+10,6.61E+10,0.1022859,0.002976376,0.2345678,2.602057,2950.319,5010.106,1.698158,31.39058,5.226825
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5518.854,61.19424,103.4977,5.54E+10,2.25E+10,3.44E+10,1.94E+10,6.44E+10,0.100377,0.00070373,0.2312523,2.59888,2944.994,4980.87,1.6913,32.04071,4.949683
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5519.0064,60.93763,102.4565,5.54E+10,2.26E+10,3.37E+10,1.87E+10,6.38E+10,0.09795284,3.88E-05,0.2263049,2.572437,2974.938,5001.841,1.681331,32.5786,4.760389
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5519.1588,59.96955,101.3131,5.77E+10,2.34E+10,3.57E+10,2.00E+10,6.69E+10,0.09778415,1.53E-05,0.2303284,2.569987,3008.513,5082.643,1.689416,32.43394,4.68083
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5519.3112,59.76614,100.0358,6.04E+10,2.47E+10,3.63E+10,1.98E+10,6.93E+10,0.09962338,0.002129066,0.2224524,2.577303,3046.931,5099.88,1.673785,30.82795,4.656342
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5519.4636,59.59778,100.3749,5.78E+10,2.35E+10,3.54E+10,1.97E+10,6.67E+10,0.100201,0.01070181,0.2277459,2.5722,3036.619,5114.287,1.684207,30.07143,4.534769
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5519.616,59.89556,100.4045,5.76E+10,2.35E+10,3.48E+10,1.91E+10,6.61E+10,0.1022033,0.01719318,0.223766,2.545455,3035.72,5088.865,1.676328,30.06751,4.524453
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5519.7684,60.12546,100.8871,5.85E+10,2.39E+10,3.54E+10,1.95E+10,6.73E+10,0.1071819,0.01913663,0.224592,2.542086,3021.204,5069.403,1.677942,28.81449,4.581362
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5519.9208,60.04421,102.1023,5.52E+10,2.23E+10,3.48E+10,1.99E+10,6.45E+10,0.1140161,0.01930621,0.2356469,2.536109,2985.261,5076.261,1.700454,27.03073,4.588707
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5520.0732,60.69094,103.4688,5.45E+10,2.20E+10,3.47E+10,2.00E+10,6.40E+10,0.1224626,0.01735789,0.2377387,2.534117,2945.84,5022.197,1.704846,24.76089,4.473116
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5520.2256,61.0071,104.6601,5.33E+10,2.14E+10,3.45E+10,2.02E+10,6.31E+10,0.1333723,0.009323871,0.242671,2.520936,2912.302,4996.146,1.715537,24.51335,4.375712
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5520.378,61.47838,105.331,5.26E+10,2.12E+10,3.40E+10,1.98E+10,6.22E+10,0.1356775,0.003943522,0.2416558,2.521862,2893.741,4957.854,1.713302,23.51268,4.335223
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5520.5304,60.95046,106.1522,5.21E+10,2.08E+10,3.53E+10,2.15E+10,6.30E+10,0.1371298,0.001085934,0.2540649,2.523301,2871.357,5000.802,1.741627,24.04264,4.356195
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5520.6828,61.18302,106.6549,5.13E+10,2.05E+10,3.49E+10,2.12E+10,6.22E+10,0.1378283,4.75E-05,0.2547558,2.513869,2857.818,4981.779,1.743211,24.73903,4.434931
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5520.8352,61.71164,106.6504,5.12E+10,2.05E+10,3.39E+10,2.02E+10,6.12E+10,0.1354306,2.80E-06,0.2483216,2.504272,2857.936,4939.117,1.728212,26.39829,4.546255
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5520.9876,62.23008,106.4305,5.18E+10,2.09E+10,3.32E+10,1.93E+10,6.11E+10,0.1254799,2.80E-06,0.240258,2.494546,2863.842,4897.967,1.71028,26.61165,5.048039
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5521.14,61.99403,107.0401,5.14E+10,2.06E+10,3.39E+10,2.02E+10,6.14E+10,0.1133611,3.28E-05,0.2476216,2.494865,2847.537,4916.607,1.726622,26.61555,5.502675
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5521.2924,61.59947,107.1981,5.11E+10,2.04E+10,3.46E+10,2.10E+10,6.18E+10,0.1043573,0.005372632,0.2535025,2.522523,2843.335,4948.104,1.740247,26.76361,6.351308
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5521.4448,61.46854,106.6939,5.37E+10,2.15E+10,3.60E+10,2.17E+10,6.46E+10,0.1027149,0.01087504,0.2515914,2.58826,2856.774,4958.635,1.735747,28.11437,7.241
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5521.5972,61.8147,106.6917,5.63E+10,2.26E+10,3.71E+10,2.21E+10,6.72E+10,0.1089502,0.0133739,0.2473515,2.679449,2856.831,4930.875,1.725994,28.08275,7.962667
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5521.7496,62.15215,107.1419,5.52E+10,2.21E+10,3.63E+10,2.15E+10,6.58E+10,0.1195496,0.01233546,0.2464128,2.703927,2844.829,4904.101,1.723865,26.86786,8.066051
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5521.902,62.48801,108.101,5.31E+10,2.13E+10,3.53E+10,2.11E+10,6.36E+10,0.1287016,0.01059419,0.2490849,2.668372,2819.595,4877.742,1.729947,24.55269,7.345344
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5522.0544,63.00006,109.5112,4.95E+10,1.97E+10,3.33E+10,2.02E+10,5.97E+10,0.1355469,0.008921647,0.2526662,2.603581,2783.299,4838.105,1.738268,24.28866,6.535627
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5522.2068,63.45317,110.4799,4.88E+10,1.95E+10,3.30E+10,2.01E+10,5.90E+10,0.1372539,0.007598533,0.253878,2.560116,2758.881,4803.554,1.741125,24.65792,5.744291
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5522.3592,63.91599,111.0679,4.72E+10,1.88E+10,3.18E+10,1.92E+10,5.69E+10,0.1338127,0.007888996,0.252434,2.529329,2744.27,4768.771,1.737719,26.45967,5.251701
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5522.5116,64.03973,112.8423,4.61E+10,1.83E+10,3.23E+10,2.02E+10,5.67E+10,0.1282916,0.01211011,0.2624384,2.498915,2701.149,4759.546,1.762065,25.91646,5.057727
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5522.664,63.93035,112.3843,4.57E+10,1.81E+10,3.19E+10,1.98E+10,5.60E+10,0.1223533,0.01291937,0.2607961,2.486432,2712.125,4767.689,1.757918,25.03337,5.026709
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5522.8164,63.89178,111.272,4.65E+10,1.85E+10,3.15E+10,1.92E+10,5.62E+10,0.1212948,0.01217514,0.254058,2.482891,2739.247,4770.567,1.741569,23.83417,4.99235
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5522.9688,63.17313,110.4375,4.77E+10,1.90E+10,3.27E+10,2.00E+10,5.80E+10,0.1298196,0.009238965,0.256822,2.477437,2759.938,4824.867,1.748177,23.22307,4.828638
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5523.1212,62.88804,110.1869,4.78E+10,1.90E+10,3.30E+10,2.03E+10,5.84E+10,0.1470261,0.005726126,0.2584422,2.475069,2766.209,4846.712,1.752113,22.43577,4.607557
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5523.2736,63.11734,109.8405,4.77E+10,1.90E+10,3.22E+10,1.96E+10,5.76E+10,0.1659882,0.005876793,0.253509,2.476108,2774.935,4829.104,1.74026,21.76728,4.459745
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5523.426,63.26551,109.0681,4.85E+10,1.95E+10,3.19E+10,1.89E+10,5.79E+10,0.1646063,0.01015614,0.2464548,2.489226,2794.59,4817.792,1.723976,21.6146,4.425333
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5523.5784,63.60619,109.3692,4.86E+10,1.95E+10,3.17E+10,1.87E+10,5.77E+10,0.1490535,0.0121077,0.2444539,2.498667,2786.891,4791.993,1.719476,21.40825,4.450401
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5523.7308,63.30236,109.9476,4.80E+10,1.92E+10,3.23E+10,1.95E+10,5.79E+10,0.1283896,0.01252884,0.2520625,2.502516,2772.233,4814.992,1.736869,21.20793,4.483194
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5523.8832,63.66343,109.9106,4.76E+10,1.91E+10,3.14E+10,1.87E+10,5.68E+10,0.1127064,0.01150377,0.2475446,2.500162,2773.163,4787.687,1.726436,21.71162,4.432983
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5524.0356,63.57262,109.9084,4.84E+10,1.94E+10,3.21E+10,1.92E+10,5.79E+10,0.113377,0.007933218,0.2486138,2.499018,2773.217,4794.518,1.728865,22.84902,4.391276
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5524.188,62.9425,109.9565,4.83E+10,1.92E+10,3.30E+10,2.02E+10,5.87E+10,0.1086615,0.001850534,0.2563033,2.493553,2772.006,4842.538,1.746944,23.61359,4.4062
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5524.3404,60.94875,108.6984,4.98E+10,1.96E+10,3.62E+10,2.31E+10,6.23E+10,0.1072315,7.26E-05,0.2706986,2.488409,2804.109,5001.173,1.783496,23.64288,4.472623
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5524.4928,60.40932,107.2409,5.09E+10,2.01E+10,3.65E+10,2.31E+10,6.33E+10,0.1031975,2.80E-06,0.2675966,2.487191,2842.223,5045.594,1.775234,22.41727,4.508327
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5524.6452,60.10583,105.9787,5.20E+10,2.06E+10,3.65E+10,2.28E+10,6.40E+10,0.09650243,2.79E-06,0.2629026,2.495819,2876.068,5071.061,1.763199,21.83662,4.457639
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5524.7976,59.43724,104.981,5.35E+10,2.12E+10,3.78E+10,2.37E+10,6.61E+10,0.09410305,2.80E-06,0.264111,2.508244,2903.394,5128.128,1.766251,21.40531,4.353868
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5524.95,59.88069,105.237,5.37E+10,2.13E+10,3.74E+10,2.32E+10,6.58E+10,0.1072507,0.001521945,0.260606,2.52028,2896.32,5090.137,1.757449,21.20497,4.275642
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5525.1024,60.26147,105.6445,5.28E+10,2.10E+10,3.65E+10,2.25E+10,6.44E+10,0.1234279,0.002396383,0.2588463,2.520629,2885.15,5057.967,1.753103,19.24772,4.312673
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5525.2548,60.99049,107.2665,5.15E+10,2.04E+10,3.59E+10,2.23E+10,6.31E+10,0.1384028,0.00390864,0.2611256,2.516109,2841.554,4997.536,1.758738,17.32339,4.422242
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5525.4072,62.20928,108.8863,4.92E+10,1.96E+10,3.38E+10,2.08E+10,5.99E+10,0.1504978,0.006410283,0.2577094,2.501844,2799.28,4899.682,1.75033,16.4483,4.530668
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5525.5596,63.82494,110.6664,4.74E+10,1.89E+10,3.17E+10,1.91E+10,5.69E+10,0.1602734,0.009057391,0.2508013,2.493621,2754.258,4775.709,1.733924,16.37838,4.568839
