wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOZ,SSVE,SVEL,VPVS,ECGR,PEFZ
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5282.4816,77.96196,136.6583,2.82E+10,1.12E+10,1.94E+10,1.20E+10,3.44E+10,0.2516141,0.0125485,0.2587532,2.257926,2230.402,3909.614,1.752881,31.61707,3.930682
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5282.634,78.84052,137.4932,2.73E+10,1.09E+10,1.86E+10,1.13E+10,3.30E+10,0.2477079,0.01015849,0.2550612,2.254375,2216.84,3866.054,1.743946,29.56007,3.85821
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5282.7864,78.63173,137.075,2.80E+10,1.12E+10,1.90E+10,1.16E+10,3.39E+10,0.2367808,0.01103488,0.2547734,2.260048,2223.602,3876.3,1.743253,29.92364,3.963342
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5282.9388,77.50443,135.1476,2.93E+10,1.17E+10,1.99E+10,1.22E+10,3.55E+10,0.2235935,0.01320078,0.254978,2.276428,2255.333,3932.717,1.743741,30.5648,4.177982
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5283.0912,75.49485,132.0066,3.09E+10,1.23E+10,2.12E+10,1.30E+10,3.76E+10,0.2100472,0.0140504,0.2569803,2.302859,2309.037,4037.497,1.748557,32.70556,4.394279
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5283.2436,74.02179,130.1566,3.25E+10,1.29E+10,2.27E+10,1.41E+10,3.99E+10,0.1947789,0.01093456,0.2609737,2.3388,2341.816,4117.778,1.758364,33.03729,4.53006
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5283.396,71.25046,127.8424,3.46E+10,1.36E+10,2.56E+10,1.65E+10,4.37E+10,0.1895638,0.007820413,0.274706,2.368846,2384.221,4278.167,1.794336,34.35835,4.561142
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5283.5484,69.28843,122.7761,3.77E+10,1.49E+10,2.69E+10,1.69E+10,4.67E+10,0.1844966,0.006853257,0.2663093,2.393828,2482.763,4399.153,1.771925,34.43801,4.471854
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5283.7008,68.16239,121.8451,3.84E+10,1.51E+10,2.81E+10,1.81E+10,4.83E+10,0.1775496,0.008249125,0.2722496,2.402844,2501.541,4471.726,1.787584,35.43074,4.359385
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5283.8532,67.72186,121.9984,3.83E+10,1.50E+10,2.86E+10,1.87E+10,4.86E+10,0.1683135,0.01056048,0.2773069,2.397008,2498.393,4500.77,1.801467,34.99204,4.354364
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5284.0056,67.88149,122.1136,3.80E+10,1.49E+10,2.83E+10,1.84E+10,4.81E+10,0.1575997,0.01071315,0.2763989,2.385085,2496.036,4490.18,1.798924,36.74509,4.478892
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5284.158,67.92304,123.4042,3.71E+10,1.44E+10,2.84E+10,1.88E+10,4.77E+10,0.1600858,0.008269759,0.2826817,2.375641,2469.944,4487.432,1.816824,37.58743,4.66165
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5284.3104,68.09245,125.3892,3.62E+10,1.40E+10,2.88E+10,1.95E+10,4.75E+10,0.1677396,0.004768353,0.2908663,2.367628,2430.86,4476.269,1.841452,39.46962,4.799892
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5284.4628,69.83326,126.7355,3.51E+10,1.37E+10,2.68E+10,1.77E+10,4.51E+10,0.1779234,0.001804282,0.2819981,2.363752,2405.02,4364.823,1.814866,37.51355,4.80305
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5284.6152,70.64751,128.5676,3.40E+10,1.32E+10,2.62E+10,1.74E+10,4.38E+10,0.1882686,0.000210371,0.2837203,2.360039,2370.76,4314.401,1.819844,35.22858,4.69154
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5284.7676,71.80531,129.1129,3.37E+10,1.32E+10,2.51E+10,1.63E+10,4.27E+10,0.1962844,9.36E-06,0.2760961,2.360795,2360.726,4244.864,1.798114,32.01372,4.503399
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5284.92,73.69703,129.0988,3.30E+10,1.31E+10,2.27E+10,1.40E+10,4.02E+10,0.2064902,0.00229527,0.2582616,2.352736,2360.982,4135.984,1.751807,30.68343,4.355227
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5285.0724,74.36162,129.4164,3.28E+10,1.31E+10,2.22E+10,1.35E+10,3.97E+10,0.2192695,0.005173889,0.2535563,2.339558,2355.19,4098.902,1.740369,30.04588,4.216526
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5285.2248,74.92384,129.4888,3.21E+10,1.29E+10,2.13E+10,1.27E+10,3.84E+10,0.2324238,0.006540034,0.2483524,2.316245,2353.872,4068.141,1.728276,29.25995,4.154953
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5285.3772,75.09367,130.2936,3.09E+10,1.23E+10,2.07E+10,1.25E+10,3.72E+10,0.2422117,0.006987816,0.2513046,2.295082,2339.336,4058.931,1.735081,29.40945,4.192806
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5285.5296,75.15778,132.7436,3.05E+10,1.21E+10,2.15E+10,1.35E+10,3.76E+10,0.2433946,0.009950281,0.2640642,2.285186,2296.194,4055.469,1.766197,30.5948,4.342086
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5285.682,74.85768,132.9182,3.07E+10,1.21E+10,2.20E+10,1.40E+10,3.82E+10,0.2366451,0.01126032,0.2677434,2.285147,2293.139,4071.73,1.775614,30.99104,4.494105
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5285.8344,74.47706,131.3836,3.11E+10,1.23E+10,2.19E+10,1.37E+10,3.83E+10,0.2208537,0.01326784,0.2632508,2.285024,2319.94,4092.541,1.764079,30.62837,4.578771
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5285.9868,73.15951,130.6315,3.16E+10,1.24E+10,2.30E+10,1.48E+10,3.96E+10,0.1970766,0.01475749,0.2715027,2.286815,2333.285,4166.304,1.78559,27.84113,4.553978
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5286.1392,70.87457,129.3941,3.27E+10,1.27E+10,2.55E+10,1.70E+10,4.24E+10,0.1691631,0.01478989,0.2856784,2.314049,2355.605,4300.761,1.825739,26.74509,4.415105
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5286.2916,69.12844,125.1803,3.56E+10,1.39E+10,2.71E+10,1.78E+10,4.56E+10,0.1438535,0.0129264,0.2806046,2.379171,2435.018,4409.305,1.810816,25.3117,4.206692
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5286.444,67.4967,120.8708,4.07E+10,1.60E+10,2.99E+10,1.93E+10,5.12E+10,0.1376451,0.006638017,0.273415,2.455856,2521.841,4515.892,1.790744,26.01411,3.983347
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5286.5964,66.56107,115.8275,4.44E+10,1.77E+10,3.00E+10,1.82E+10,5.36E+10,0.1443489,0.005006778,0.2533929,2.505998,2631.715,4579.291,1.740138,25.76461,3.850395
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5286.7488,67.04392,112.1271,4.58E+10,1.87E+10,2.74E+10,1.49E+10,5.24E+10,0.1560304,0.007287548,0.2216285,2.511211,2718.465,4546.287,1.672468,24.90143,3.793532
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5286.9012,69.02464,113.7776,4.33E+10,1.79E+10,2.48E+10,1.29E+10,4.87E+10,0.1668188,0.01146923,0.2088084,2.474419,2678.944,4415.99,1.648391,23.29946,3.743697
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5287.0536,70.67662,114.7701,4.02E+10,1.68E+10,2.20E+10,1.07E+10,4.44E+10,0.17304,0.01475598,0.1945472,2.422689,2655.752,4312.71,1.623903,22.19458,3.646279
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5287.206,72.46549,117.5847,3.69E+10,1.55E+10,2.01E+10,9.79E+09,4.07E+10,0.1714108,0.01388235,0.1938018,2.393356,2592.248,4206.262,1.622631,22.36581,3.531135
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5287.3584,72.2022,118.9345,3.89E+10,1.61E+10,2.22E+10,1.15E+10,4.37E+10,0.1642936,0.0118432,0.2081583,2.402473,2562.769,4221.483,1.647248,23.47325,3.517653
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5287.5108,70.96928,120.2347,3.89E+10,1.58E+10,2.43E+10,1.38E+10,4.54E+10,0.1560476,0.01193631,0.2325917,2.42388,2535.056,4294.878,1.694218,24.67967,3.60365
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5287.6632,71.31248,121.187,3.76E+10,1.52E+10,2.36E+10,1.35E+10,4.39E+10,0.1509069,0.01401888,0.2351536,2.433724,2515.127,4274.154,1.69938,25.67834,3.668929
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5287.8156,71.29324,121.8056,3.78E+10,1.53E+10,2.42E+10,1.40E+10,4.45E+10,0.152798,0.01424151,0.2394483,2.430089,2502.351,4275.3,1.708516,24.61915,3.615916
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5287.968,72.6338,122.6936,3.70E+10,1.50E+10,2.28E+10,1.28E+10,4.29E+10,0.1626119,0.009784641,0.230224,2.413746,2484.243,4196.465,1.689226,24.79117,3.489147
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5288.1204,72.04633,125.3724,3.58E+10,1.43E+10,2.42E+10,1.47E+10,4.32E+10,0.1786713,0.005714625,0.2533973,2.388153,2431.21,4230.628,1.740187,24.68237,3.439054
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5288.2728,73.36655,126.7637,3.32E+10,1.33E+10,2.20E+10,1.31E+10,3.97E+10,0.1986423,0.006301214,0.248153,2.355671,2404.485,4154.551,1.727827,26.37365,3.582808
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5288.4252,76.33569,129.1226,3.28E+10,1.33E+10,2.03E+10,1.15E+10,3.81E+10,0.2171696,0.01162482,0.2313452,2.34052,2360.586,3993.196,1.691579,26.45473,3.757991
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5288.5776,78.05902,132.989,3.09E+10,1.25E+10,1.96E+10,1.13E+10,3.63E+10,0.2255857,0.01743617,0.2371865,2.325339,2292.014,3904.822,1.703685,24.79132,3.774952
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5288.73,79.71526,134.649,2.89E+10,1.18E+10,1.79E+10,1.00E+10,3.36E+10,0.2120774,0.01302489,0.2301869,2.305312,2263.677,3823.686,1.68914,21.68671,3.539172
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5288.8824,81.12846,136.319,2.73E+10,1.11E+10,1.66E+10,9.18E+09,3.15E+10,0.1951106,0.005628701,0.225782,2.286566,2235.947,3757.057,1.680293,18.90217,3.241934
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5289.0348,81.31567,138.3915,2.74E+10,1.11E+10,1.73E+10,9.95E+09,3.21E+10,0.1900167,0.000868615,0.2363354,2.28115,2202.47,3748.356,1.701903,17.29041,3.076507
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5289.1872,82.18671,139.3966,2.79E+10,1.13E+10,1.75E+10,9.92E+09,3.25E+10,0.1998254,0.001041812,0.2335812,2.290825,2186.572,3708.649,1.6961,18.85989,3.088552
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5289.3396,81.67242,139.8932,2.70E+10,1.09E+10,1.74E+10,1.02E+10,3.20E+10,0.2148726,0.005062387,0.2414453,2.292368,2178.805,3731.99,1.712863,20.28348,3.218197
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5289.492,80.98391,137.3797,2.76E+10,1.12E+10,1.73E+10,9.83E+09,3.22E+10,0.2211754,0.01271182,0.2337054,2.280188,2218.704,3763.723,1.696376,21.48075,3.395472
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5289.6444,79.38598,135.5685,2.82E+10,1.14E+10,1.80E+10,1.04E+10,3.32E+10,0.205248,0.01443176,0.2390789,2.271624,2248.326,3839.539,1.707725,20.73393,3.527531
3-BRSA-861-SPS,LQC_ElasticParameters,Barra Velha,5289.7968,76.53023,133.6658,2.95E+10,1.17E+10,2.01E+10,1.23E+10,3.58E+10,0.1881736,0.01302652,0.2561432,2.289183,2280.335,3982.999,1.746646,20.28476,3.593933
