wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOZ,SSVE,SVEL,VPVS,ECGR,PEFZ,
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5073.9516,55.298,91.40766,7.01E+10,2.90E+10,4.05E+10,2.12E+10,7.91E+10,0.08299492,0.002433505,0.211379,2.603565,3334.67,5512.158,1.652994,11.38436,5.021044,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5074.104,55.80638,92.25967,6.85E+10,2.83E+10,3.96E+10,2.07E+10,7.73E+10,0.08732945,0.000662213,0.2114833,2.591564,3303.796,5461.965,1.653235,11.29396,5.027256,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5074.2564,56.37803,92.80072,6.73E+10,2.78E+10,3.83E+10,1.98E+10,7.55E+10,0.09054571,2.57E-05,0.2074609,2.581454,3284.474,5406.733,1.646129,11.45657,5.032005,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5074.4088,56.97364,93.17323,6.61E+10,2.75E+10,3.69E+10,1.86E+10,7.36E+10,0.09171096,3.07E-05,0.2013961,2.569921,3271.369,5349.967,1.635384,11.61918,5.029813,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5074.5612,57.39545,93.85352,6.50E+10,2.70E+10,3.63E+10,1.82E+10,7.23E+10,0.09014813,9.03E-05,0.2012392,2.56451,3247.814,5310.68,1.635198,11.78179,5.024866,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5074.7136,57.7757,95.01288,6.39E+10,2.65E+10,3.63E+10,1.86E+10,7.16E+10,0.08653657,0.000206132,0.2064817,2.571307,3208.306,5275.614,1.644486,12.02456,5.017133,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5074.866,58.00449,96.01659,6.32E+10,2.61E+10,3.67E+10,1.93E+10,7.14E+10,0.08400097,0.004517134,0.2126635,2.587298,3174.466,5254.806,1.655333,12.26732,4.996967,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5075.0184,58.15075,96.12794,6.33E+10,2.61E+10,3.66E+10,1.91E+10,7.14E+10,0.08224601,0.007530226,0.2114252,2.599605,3170.78,5241.549,1.653082,12.51009,4.965369,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5075.1708,58.12324,95.93468,6.33E+10,2.62E+10,3.64E+10,1.90E+10,7.13E+10,0.08271583,0.006085183,0.2100174,2.592643,3177.17,5244.038,1.65054,13.08714,4.922739,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5075.3232,58.00331,95.91102,6.32E+10,2.61E+10,3.65E+10,1.91E+10,7.13E+10,0.08530965,0.000365712,0.2116288,2.582366,3177.98,5254.902,1.653562,13.6642,4.877046,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5075.4756,57.83184,96.33053,6.29E+10,2.58E+10,3.72E+10,2.00E+10,7.16E+10,0.08411643,3.09E-05,0.2181511,2.579291,3164.186,5270.465,1.665716,14.24126,4.829989,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5075.628,57.79142,96.56754,6.33E+10,2.59E+10,3.78E+10,2.05E+10,7.23E+10,0.0806307,2.70E-06,0.2209732,2.600432,3156.366,5274.144,1.670972,14.31199,4.779147,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5075.7804,57.93665,96.2356,6.40E+10,2.63E+10,3.75E+10,2.00E+10,7.26E+10,0.08205137,5.31E-06,0.2157298,2.622014,3167.238,5261.003,1.661075,14.38273,4.724417,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5075.9328,58.31372,96.2634,6.35E+10,2.63E+10,3.65E+10,1.90E+10,7.16E+10,0.08896157,2.20E-05,0.2101401,2.618806,3166.337,5227.126,1.650829,14.45346,4.663939,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5076.0852,58.74077,96.67392,6.22E+10,2.57E+10,3.54E+10,1.82E+10,6.97E+10,0.09813196,4.72E-05,0.2073507,2.590097,3152.898,5188.923,1.645769,15.56179,4.601345,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5076.2376,58.80785,97.01747,6.11E+10,2.53E+10,3.51E+10,1.82E+10,6.87E+10,0.09780949,1.39E-05,0.2095686,2.558808,3141.706,5182.988,1.649741,16.67012,4.542845,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5076.39,58.71758,97.2324,6.09E+10,2.51E+10,3.53E+10,1.86E+10,6.88E+10,0.09447648,1.22E-05,0.2129707,2.552753,3134.775,5190.954,1.655938,17.77845,4.483463,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5076.5424,58.6343,97.62524,6.08E+10,2.49E+10,3.59E+10,1.93E+10,6.92E+10,0.0911357,7.64E-06,0.2178175,2.559305,3122.183,5198.328,1.664993,18.72331,4.43637,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5076.6948,58.4936,98.08357,6.07E+10,2.48E+10,3.67E+10,2.01E+10,6.98E+10,0.0858418,0.000551297,0.2239788,2.569265,3107.576,5210.881,1.67685,19.66817,4.391033,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5076.8472,58.17492,98.14265,6.13E+10,2.49E+10,3.77E+10,2.11E+10,7.10E+10,0.0775085,0.002041548,0.2291328,2.584439,3105.737,5239.518,1.687048,20.61303,4.347832,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5076.9996,57.69049,97.53954,6.28E+10,2.55E+10,3.89E+10,2.19E+10,7.29E+10,0.07023511,0.004117829,0.2309285,2.612108,3125.009,5283.606,1.690771,21.27641,4.305018,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5077.152,57.11192,96.98592,6.45E+10,2.61E+10,4.05E+10,2.31E+10,7.53E+10,0.06712276,0.001685751,0.2344751,2.644989,3142.724,5337.298,1.698306,21.93979,4.252994,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5077.3044,56.62373,96.93548,6.54E+10,2.64E+10,4.21E+10,2.45E+10,7.73E+10,0.06777216,0.000308416,0.2410222,2.666206,3144.365,5382.938,1.711929,22.60318,4.205601,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5077.4568,56.54604,96.49419,6.60E+10,2.67E+10,4.21E+10,2.43E+10,7.76E+10,0.07203063,2.92E-06,0.2382113,2.671409,3158.96,5390.485,1.706576,22.05968,4.1604,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5077.6092,56.81311,95.21159,6.67E+10,2.73E+10,4.02E+10,2.20E+10,7.66E+10,0.07941227,0.000438626,0.2225193,2.660537,3201.864,5365.488,1.676261,21.51618,4.118032,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5077.7616,57.53038,93.91117,6.68E+10,2.79E+10,3.71E+10,1.85E+10,7.42E+10,0.08871198,0.003187012,0.1995256,2.644801,3245.691,5298.246,1.63243,20.97268,4.08219,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5077.914,58.00945,94.08294,6.60E+10,2.77E+10,3.59E+10,1.74E+10,7.28E+10,0.0981745,0.004816709,0.193326,2.636347,3239.826,5254.505,1.621852,19.68915,4.038717,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5078.0664,58.34466,94.76026,6.51E+10,2.72E+10,3.55E+10,1.74E+10,7.19E+10,0.1045601,0.004720638,0.194714,2.633384,3216.571,5224.154,1.624144,18.40563,4.004384,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5078.2188,58.59736,95.30235,6.43E+10,2.69E+10,3.53E+10,1.73E+10,7.11E+10,0.1067483,0.002871558,0.1960722,2.626909,3198.372,5201.854,1.626404,17.1221,3.98647,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5078.3712,59.25796,96.3064,6.24E+10,2.61E+10,3.42E+10,1.67E+10,6.90E+10,0.1051121,0.000148417,0.1953309,2.606814,3165.121,5144.02,1.625226,16.29449,3.983172,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5078.5236,59.9449,97.61771,6.02E+10,2.51E+10,3.31E+10,1.64E+10,6.66E+10,0.1036431,2.00E-05,0.1971972,2.577427,3122.754,5084.816,1.628412,15.46688,4.009172,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5078.676,60.56063,99.23608,5.78E+10,2.40E+10,3.25E+10,1.65E+10,6.45E+10,0.1099777,4.76E-06,0.2032512,2.545631,3071.925,5033.513,1.638591,14.63927,4.045643,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5078.8284,61.70429,101.2895,5.48E+10,2.28E+10,3.10E+10,1.58E+10,6.13E+10,0.1197521,0.00012386,0.2049146,2.511784,3010.222,4941.28,1.641527,13.92854,4.088907,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5078.9808,63.35312,103.8995,5.14E+10,2.13E+10,2.90E+10,1.47E+10,5.74E+10,0.1324355,0.000536777,0.2040475,2.479647,2934.206,4812.452,1.640087,13.21782,4.131041,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5079.1332,64.84109,106.2531,4.84E+10,2.01E+10,2.72E+10,1.38E+10,5.40E+10,0.1469917,0.00102772,0.2031936,2.444279,2869.406,4701.556,1.638617,12.50709,4.189434,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5079.2856,66.22071,108.6518,4.57E+10,1.90E+10,2.58E+10,1.31E+10,5.11E+10,0.1591791,0.000113677,0.2044965,2.41207,2805.7,4603.881,1.640847,12.26795,4.253064,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5079.438,67.61556,110.7321,4.36E+10,1.81E+10,2.44E+10,1.24E+10,4.86E+10,0.1636961,0.001738425,0.2026674,2.391618,2753.139,4508.366,1.637613,12.02881,4.309328,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5079.5904,68.60776,112.8728,4.21E+10,1.75E+10,2.40E+10,1.23E+10,4.72E+10,0.1606598,0.006240053,0.206995,2.39379,2700.667,4442.913,1.645158,11.78967,4.351055,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5079.7428,69.4463,114.5259,4.12E+10,1.71E+10,2.36E+10,1.23E+10,4.64E+10,0.1575554,0.01083414,0.2092192,2.407815,2661.652,4389.358,1.649126,11.64729,4.381831,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5079.8952,70.21545,115.5776,4.06E+10,1.68E+10,2.32E+10,1.19E+10,4.56E+10,0.159274,0.01367066,0.2074812,2.419495,2637.195,4341.005,1.64607,11.5049,4.395431,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5080.0476,70.54462,116.0211,4.02E+10,1.67E+10,2.28E+10,1.17E+10,4.50E+10,0.1571518,0.01803234,0.2066434,2.412711,2627.221,4320.675,1.644639,11.36251,4.39991,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5080.2,70.68227,117.1497,3.94E+10,1.62E+10,2.29E+10,1.21E+10,4.46E+10,0.1546937,0.01726253,0.2136673,2.396417,2601.984,4312.267,1.657399,11.77242,4.409471,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5080.3524,70.76245,117.8716,3.89E+10,1.60E+10,2.30E+10,1.24E+10,4.43E+10,0.149862,0.01381269,0.2182451,2.388417,2585.881,4307.417,1.665747,12.18233,4.425058,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5080.5048,70.46084,117.334,3.94E+10,1.62E+10,2.33E+10,1.25E+10,4.49E+10,0.146953,0.00886184,0.2179895,2.398919,2597.763,4325.992,1.665263,12.59223,4.424702,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5080.6572,69.83263,116.5034,4.04E+10,1.65E+10,2.40E+10,1.30E+10,4.61E+10,0.1469423,0.003703219,0.2196155,2.417269,2616.312,4364.826,1.668319,12.59042,4.419765,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5080.8096,69.31174,115.5994,4.13E+10,1.69E+10,2.45E+10,1.32E+10,4.71E+10,0.1365192,0.000353796,0.2193582,2.433509,2636.742,4397.648,1.667828,12.58861,4.41297,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5080.962,68.76402,114.8518,4.22E+10,1.73E+10,2.52E+10,1.36E+10,4.82E+10,0.1275516,0.000695695,0.2206151,2.453413,2653.899,4432.702,1.670251,12.5868,4.400753,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5081.1144,68.11583,114.0285,4.33E+10,1.77E+10,2.60E+10,1.42E+10,4.97E+10,0.1155497,0.000471126,0.2225714,2.479344,2673.131,4475.056,1.674078,12.58712,4.378317,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5081.2668,67.36704,112.7577,4.45E+10,1.82E+10,2.67E+10,1.46E+10,5.09E+10,0.107411,1.44E-05,0.2223903,2.488718,2703.403,4524.603,1.673744,12.58745,4.353751,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5081.4192,66.6731,111.1551,4.54E+10,1.86E+10,2.69E+10,1.45E+10,5.18E+10,0.1079975,0.000133984,0.2190033,2.476177,2742.323,4572.055,1.667203,12.58778,4.329661,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5081.5716,65.60772,109.8387,4.64E+10,1.90E+10,2.79E+10,1.52E+10,5.32E+10,0.1091452,0.000732841,0.2226397,2.46285,2775.083,4646.464,1.674294,12.2066,4.312528,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5081.724,64.57137,108.7227,4.77E+10,1.94E+10,2.92E+10,1.62E+10,5.51E+10,0.111466,0.003942448,0.2275291,2.472224,2803.655,4720.701,1.683764,11.82542,4.318899,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5081.8764,63.69994,107.3037,4.96E+10,2.02E+10,3.04E+10,1.69E+10,5.73E+10,0.1078753,0.006913865,0.227912,2.501681,2840.843,4785.527,1.684532,11.44425,4.361368,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5082.0288,62.79157,105.8905,5.17E+10,2.10E+10,3.18E+10,1.77E+10,5.98E+10,0.1034067,0.005845994,0.2288358,2.538103,2878.545,4854.377,1.686391,11.18363,4.443202,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5082.1812,62.16536,104.9676,5.32E+10,2.16E+10,3.28E+10,1.84E+10,6.16E+10,0.1047988,0.000134137,0.2298949,2.562694,2903.856,4903.301,1.688537,10.92302,4.563201,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5082.3336,61.67581,104.2114,5.40E+10,2.20E+10,3.34E+10,1.88E+10,6.27E+10,0.1179328,8.45E-06,0.2304513,2.566232,2924.852,4942.008,1.689663,10.6624,4.717104,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5082.486,61.40606,103.6911,5.43E+10,2.21E+10,3.35E+10,1.88E+10,6.29E+10,0.125321,6.88E-06,0.2299362,2.553164,2939.552,4963.769,1.688614,10.35043,4.898901,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5082.6384,61.12819,103.1423,5.46E+10,2.22E+10,3.36E+10,1.88E+10,6.32E+10,0.1226731,0.000302872,0.2292886,2.543357,2955.156,4986.247,1.687309,10.03846,5.088064,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5082.7908,61.0723,102.6441,5.51E+10,2.25E+10,3.35E+10,1.85E+10,6.35E+10,0.1130356,0.001595413,0.225892,2.5487,2969.616,4990.806,1.680696,9.726495,5.274342,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5082.9432,61.02498,101.5695,5.61E+10,2.30E+10,3.31E+10,1.77E+10,6.38E+10,0.1011596,0.003695456,0.2173131,2.557331,3001.245,4994.692,1.66438,9.844431,5.445974,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5083.0956,60.87391,100.4999,5.71E+10,2.36E+10,3.28E+10,1.71E+10,6.42E+10,0.09243813,0.003304453,0.2102306,2.562607,3032.882,5007.11,1.650955,9.962366,5.588787,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5083.248,60.72889,100.7095,5.69E+10,2.34E+10,3.32E+10,1.76E+10,6.44E+10,0.08627606,0.000922475,0.2142396,2.557614,3026.618,5019.031,1.658344,10.0803,5.685717,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5083.4004,60.67866,101.1599,5.65E+10,2.32E+10,3.35E+10,1.81E+10,6.45E+10,0.08183705,2.06E-05,0.2189919,2.554341,3013.062,5023.196,1.667144,9.94826,5.729476,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5083.5528,60.52049,101.2665,5.67E+10,2.32E+10,3.40E+10,1.86E+10,6.50E+10,0.07993584,0.001829917,0.222148,2.56224,3009.904,5036.335,1.673277,9.816219,5.72437,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5083.7052,60.31236,101.5473,5.71E+10,2.33E+10,3.50E+10,1.94E+10,6.60E+10,0.08163333,0.006099083,0.2274713,2.583674,3001.563,5053.735,1.683707,9.684177,5.68128,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5083.8576,60.11506,101.4211,5.78E+10,2.35E+10,3.56E+10,1.99E+10,6.70E+10,0.08816995,0.008895162,0.2291889,2.605092,3005.31,5070.28,1.687115,9.742114,5.613623,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5084.01,60.04873,101.1235,5.83E+10,2.38E+10,3.57E+10,1.99E+10,6.74E+10,0.08975974,0.003672396,0.2276508,2.615004,3014.149,5075.88,1.684024,9.800051,5.524608,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5084.1624,60.04545,100.8218,5.87E+10,2.40E+10,3.56E+10,1.96E+10,6.75E+10,0.08395852,0.001712334,0.2251368,2.620524,3023.191,5076.163,1.6791,9.857987,5.415956,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5084.3148,60.19036,100.3438,5.91E+10,2.42E+10,3.50E+10,1.89E+10,6.74E+10,0.0786159,0.002147748,0.2189251,2.62661,3037.581,5063.97,1.667132,9.857099,5.306349,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5084.4672,60.53751,99.8992,5.91E+10,2.44E+10,3.40E+10,1.77E+10,6.66E+10,0.08144698,0.002305677,0.2096592,2.626094,3051.118,5035.135,1.65031,9.85621,5.189487,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5084.6196,61.23256,99.52531,5.86E+10,2.45E+10,3.21E+10,1.57E+10,6.47E+10,0.09376623,0.000232134,0.195244,2.611749,3062.538,4978.314,1.62556,9.855321,5.079245,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5084.772,62.10381,99.50741,5.74E+10,2.43E+10,3.00E+10,1.38E+10,6.24E+10,0.122492,4.64E-06,0.1808956,2.588411,3063.089,4908.165,1.602352,9.784476,4.983208,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5084.9244,62.83402,99.69296,5.60E+10,2.39E+10,2.83E+10,1.24E+10,6.02E+10,0.1467096,0.000145852,0.1703942,2.558286,3057.424,4851.278,1.586701,9.713633,4.90262,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5085.0768,63.62289,100.2514,5.42E+10,2.33E+10,2.68E+10,1.13E+10,5.79E+10,0.1622824,0.000735306,0.1628197,2.522881,3040.452,4790.938,1.575724,9.642788,4.83563,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5085.2292,64.1702,101.0597,5.25E+10,2.26E+10,2.59E+10,1.08E+10,5.60E+10,0.1657242,0.001945349,0.1621704,2.481594,3016.139,4749.941,1.574865,10.22504,4.772625,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5085.3816,64.57503,102.0379,5.11E+10,2.19E+10,2.55E+10,1.09E+10,5.48E+10,0.1460364,0.003464998,0.1658526,2.457999,2987.382,4720.212,1.580122,10.80728,4.733886,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5085.534,65.07605,103.1519,5.03E+10,2.15E+10,2.54E+10,1.10E+10,5.40E+10,0.1441485,0.006703116,0.1694238,2.462944,2954.917,4683.947,1.585123,11.38953,4.721945,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5085.6864,65.46327,103.455,5.03E+10,2.16E+10,2.51E+10,1.07E+10,5.39E+10,0.1510319,0.01107579,0.1660938,2.48459,2946.22,4656.047,1.580354,11.65301,4.711527,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5085.8388,65.37278,103.563,5.05E+10,2.16E+10,2.54E+10,1.10E+10,5.42E+10,0.1548016,0.01505431,0.1687043,2.492122,2943.17,4662.528,1.584219,11.91648,4.711949,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5085.9912,64.89919,104.0411,5.02E+10,2.12E+10,2.63E+10,1.21E+10,5.46E+10,0.1459221,0.01638579,0.181233,2.475543,2929.631,4697.06,1.60333,12.17996,4.71855,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5086.1436,63.78272,104.2113,5.07E+10,2.11E+10,2.82E+10,1.42E+10,5.64E+10,0.1242493,0.01086315,0.2001564,2.467352,2924.832,4779.924,1.634232,13.04127,4.73334,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5086.296,62.50273,103.8825,5.23E+10,2.15E+10,3.08E+10,1.64E+10,5.95E+10,0.1017236,0.005999746,0.2162693,2.499435,2934.129,4877.031,1.662136,13.90259,4.75338,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5086.4484,61.55857,103.0434,5.48E+10,2.24E+10,3.29E+10,1.80E+10,6.28E+10,0.08142292,0.003296628,0.222477,2.558959,2958.237,4952.104,1.673992,14.7639,4.781998,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5086.6008,60.58109,101.4199,5.76E+10,2.36E+10,3.46E+10,1.89E+10,6.60E+10,0.06746899,0.002771501,0.2224919,2.608127,3005.938,5031.587,1.674038,14.76231,4.826519,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5086.7532,59.87756,99.32595,6.01E+10,2.48E+10,3.51E+10,1.86E+10,6.81E+10,0.0628316,0.00351058,0.2144242,2.628537,3069.203,5090.693,1.658764,14.76073,4.874334,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5086.9056,59.2948,97.44017,6.22E+10,2.58E+10,3.52E+10,1.80E+10,6.96E+10,0.06647746,0.002536497,0.205721,2.63371,3128.583,5140.528,1.643274,14.75914,4.925861,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5087.058,58.86207,96.04295,6.38E+10,2.66E+10,3.53E+10,1.76E+10,7.08E+10,0.07070684,0.001004773,0.1992133,2.640428,3173.63,5178.393,1.631682,14.35223,4.979859,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5087.2104,58.47844,95.48255,6.46E+10,2.69E+10,3.59E+10,1.79E+10,7.18E+10,0.07461651,0.000369821,0.1998546,2.643469,3192.251,5212.191,1.632779,13.94533,5.042647,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5087.3628,58.48556,95.06685,6.49E+10,2.72E+10,3.56E+10,1.74E+10,7.18E+10,0.07537337,0.002301515,0.1954886,2.642224,3206.2,5211.613,1.625492,13.53843,5.112989,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5087.5152,58.78172,95.16772,6.43E+10,2.70E+10,3.48E+10,1.68E+10,7.07E+10,0.07194106,0.00676493,0.1915684,2.630852,3202.834,5185.432,1.619013,12.83163,5.181621,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5087.6676,58.95677,95.84547,6.33E+10,2.65E+10,3.47E+10,1.70E+10,7.00E+10,0.07035109,0.007952315,0.1955104,2.617748,3180.214,5169.925,1.625723,12.12483,5.240439,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5087.82,58.79924,96.81156,6.26E+10,2.59E+10,3.57E+10,1.84E+10,7.02E+10,0.07426339,0.005742568,0.207508,2.612851,3148.692,5183.773,1.646484,11.41804,5.273661,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5087.9724,58.90004,98.18999,6.15E+10,2.52E+10,3.65E+10,1.97E+10,7.01E+10,0.07725893,0.002612232,0.2188856,2.618665,3104.426,5174.947,1.66703,10.69393,5.268566,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5088.1248,59.23791,99.18846,6.07E+10,2.48E+10,3.65E+10,1.99E+10,6.96E+10,0.07696576,0.000690758,0.2227747,2.628079,3072.978,5145.538,1.674436,9.969823,5.217623,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5088.2772,59.84171,100.0471,5.97E+10,2.45E+10,3.57E+10,1.94E+10,6.84E+10,0.0740562,0.000872523,0.2214001,2.634352,3046.966,5094.139,1.671898,9.245716,5.146567,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5088.4296,60.92068,101.9472,5.75E+10,2.35E+10,3.45E+10,1.88E+10,6.59E+10,0.07695352,8.66E-05,0.2221083,2.630311,2990.647,5004,1.673385,9.41439,5.034666,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5088.582,62.15749,104.2856,5.42E+10,2.21E+10,3.28E+10,1.81E+10,6.23E+10,0.1075973,0.000424852,0.2244613,2.590995,2923.184,4904.909,1.677887,9.583064,4.878977,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5088.7344,63.51097,106.4877,5.04E+10,2.06E+10,3.04E+10,1.67E+10,5.78E+10,0.1357595,0.000894424,0.2237902,2.50935,2863.211,4799.786,1.676559,9.751738,4.67507,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5088.8868,64.61398,109.3966,4.65E+10,1.89E+10,2.89E+10,1.63E+10,5.40E+10,0.1546879,0.001291739,0.2319684,2.42756,2787.088,4717.874,1.692957,10.12997,4.459404,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5089.0392,65.86997,112.3497,4.36E+10,1.76E+10,2.77E+10,1.60E+10,5.12E+10,0.1620767,0.001543603,0.237946,2.39169,2713.789,4628.484,1.705661,10.50819,4.236757,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5089.1916,67.60719,115.0104,4.17E+10,1.69E+10,2.63E+10,1.51E+10,4.88E+10,0.1578207,0.001613524,0.2358908,2.39938,2650.617,4510.545,1.701547,10.88642,4.024551,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5089.344,69.42683,117.4207,4.02E+10,1.63E+10,2.49E+10,1.40E+10,4.66E+10,0.1544261,0.000461063,0.2311,2.419411,2596.524,4390.689,1.691174,11.18955,3.844958,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5089.4964,70.27393,120.2254,3.88E+10,1.56E+10,2.49E+10,1.45E+10,4.58E+10,0.1536355,2.70E-06,0.2402848,2.433713,2535.706,4337.403,1.71076,11.49269,3.716546,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5089.6488,70.45803,122.5744,3.80E+10,1.52E+10,2.56E+10,1.55E+10,4.58E+10,0.1532985,2.70E-06,0.252918,2.449792,2487.018,4326.029,1.73974,11.79582,3.613106,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5089.8012,69.9488,123.9917,3.79E+10,1.49E+10,2.70E+10,1.71E+10,4.70E+10,0.1486332,2.70E-06,0.2665076,2.473822,2458.239,4357.856,1.772755,11.4086,3.561566,
9-BRSA-928-SPS,LQC_ParamElast,Barra Velha,5089.9536,68.81133,123.6937,3.90E+10,1.53E+10,2.90E+10,1.88E+10,4.94E+10,0.1283934,2.70E-06,0.2758615,2.514857,2464.218,4430.461,1.797831,11.02138,3.564146,
