wellName,datasetName,Formation,MD,DTc,DTs,E_DYN,G_DYN,K_DYN,Lame_K-G,M_K-G,PhiMac,PhiMic,PR,RHOB,SSVE,SVEL,VPVS,ECGR,PEFZ,,
,,,m,us/ft,us/ft,Pa,Pa,Pa,Pa,Pa,v/v,v/v,,g/cm3,m/s,m/s,,gAPI,b/e,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5850.5716,69.32604,125.6618,3.63E+10,1.42E+10,2.77E+10,1.82E+10,4.65E+10,0.1646781,0.001229446,0.2812374,2.407999,2425.559,4396.618,1.812621,20.86744,5.435865,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5850.724,69.51311,125.6911,3.62E+10,1.42E+10,2.74E+10,1.80E+10,4.63E+10,0.1623866,7.17E-06,0.2796818,2.406684,2424.992,4384.801,1.80817,20.26864,5.373319,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5850.8764,68.95844,125.5529,3.63E+10,1.41E+10,2.80E+10,1.86E+10,4.69E+10,0.1596011,8.36E-06,0.2839775,2.400179,2427.667,4420.361,1.82081,19.47275,5.402708,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5851.0288,68.25616,125.2149,3.66E+10,1.42E+10,2.89E+10,1.94E+10,4.78E+10,0.1586263,0.001176933,0.2886131,2.396627,2434.22,4465.562,1.834491,18.50869,5.459117,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5851.1812,67.65142,124.8144,3.70E+10,1.43E+10,2.96E+10,2.01E+10,4.87E+10,0.159676,0.004892264,0.2919954,2.400066,2442.034,4505.597,1.845005,18.34091,5.508352,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5851.3336,67.04845,124.279,3.75E+10,1.45E+10,3.04E+10,2.08E+10,4.98E+10,0.1614145,0.01132714,0.2947228,2.407708,2452.56,4546.022,1.853578,18.68454,5.502206,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5851.486,66.41186,123.6393,3.81E+10,1.47E+10,3.13E+10,2.15E+10,5.09E+10,0.1614697,0.0116726,0.297236,2.415259,2465.253,4589.694,1.861738,20.57221,5.464821,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5851.6384,65.16589,122.5841,3.90E+10,1.50E+10,3.30E+10,2.30E+10,5.30E+10,0.1614734,0.006112986,0.3030264,2.41931,2486.529,4677.988,1.881264,22.07818,5.411208,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5851.7908,64.26307,121.674,3.97E+10,1.52E+10,3.42E+10,2.41E+10,5.45E+10,0.1602392,0.001658008,0.3065649,2.423294,2505.072,4743.046,1.893377,22.73705,5.304305,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5851.9432,64.39867,120.0122,4.07E+10,1.57E+10,3.35E+10,2.31E+10,5.44E+10,0.1538997,0.000181442,0.2975841,2.428471,2540.001,4733.092,1.863687,21.27163,5.165236,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5852.0956,64.4119,117.7272,4.21E+10,1.64E+10,3.28E+10,2.19E+10,5.46E+10,0.1415346,0.000427055,0.2863095,2.438535,2589.25,4732.08,1.827692,17.97613,4.955238,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5852.248,64.36914,114.9099,4.39E+10,1.73E+10,3.20E+10,2.05E+10,5.50E+10,0.1224526,0.000973671,0.2709844,2.45384,2653.044,4735.198,1.785211,15.21419,4.776217,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5852.4004,63.63627,111.3814,4.67E+10,1.86E+10,3.21E+10,1.97E+10,5.68E+10,0.1023733,0.001028792,0.2575965,2.474912,2737.275,4790.292,1.750178,13.56702,4.646703,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5852.5528,61.88251,109.0222,4.93E+10,1.95E+10,3.46E+10,2.16E+10,6.06E+10,0.08965525,0.000578569,0.2622805,2.495805,2795.871,4926.718,1.762034,14.73385,4.614344,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5852.7052,60.51848,107.4189,5.14E+10,2.03E+10,3.68E+10,2.33E+10,6.38E+10,0.08742671,0.000153743,0.2674956,2.516037,2837.677,5036.75,1.774967,15.16484,4.561284,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5852.8576,59.56315,106.0076,5.32E+10,2.09E+10,3.84E+10,2.45E+10,6.63E+10,0.09299787,2.86E-05,0.2693235,2.532431,2875.348,5117.612,1.779795,15.49732,4.512334,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5853.01,58.7827,104.9769,5.46E+10,2.15E+10,3.98E+10,2.55E+10,6.84E+10,0.09767386,0.001300046,0.2716105,2.545206,2903.556,5185.34,1.785854,15.03876,4.455012,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5853.1624,58.79749,103.3861,5.60E+10,2.22E+10,3.91E+10,2.42E+10,6.87E+10,0.0955873,0.007588274,0.2606714,2.555777,2948.461,5183.981,1.758442,14.4355,4.455758,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5853.3148,58.66136,101.7529,5.75E+10,2.30E+10,3.85E+10,2.32E+10,6.91E+10,0.08898137,0.0172879,0.2510831,2.55988,2995.614,5196.054,1.73457,14.07117,4.51805,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5853.4672,58.28117,100.9182,5.84E+10,2.34E+10,3.89E+10,2.33E+10,7.01E+10,0.08299853,0.02389911,0.2497923,2.562508,3020.286,5229.838,1.731572,13.79687,4.530858,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5853.6196,58.34343,100.2669,5.89E+10,2.37E+10,3.84E+10,2.26E+10,7.00E+10,0.08273809,0.02075826,0.2439818,2.563426,3039.931,5224.267,1.718588,14.33392,4.47637,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5853.772,58.6175,99.91354,5.90E+10,2.38E+10,3.75E+10,2.16E+10,6.93E+10,0.08779212,0.0117158,0.2375687,2.561547,3050.638,5199.84,1.70451,14.02938,4.437291,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5853.9244,59.38224,99.96671,5.83E+10,2.37E+10,3.57E+10,1.98E+10,6.73E+10,0.09227525,0.004507829,0.2272716,2.553938,3049.016,5133.302,1.683584,14.08004,4.503682,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5854.0768,60.2991,100.2048,5.72E+10,2.35E+10,3.36E+10,1.79E+10,6.50E+10,0.09167115,0.000913386,0.2161362,2.54371,3041.779,5055.002,1.661845,13.3541,4.618965,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5854.2292,60.90987,100.9169,5.63E+10,2.32E+10,3.27E+10,1.73E+10,6.36E+10,0.08607326,3.83E-06,0.2134722,2.540899,3020.381,5004.2,1.656818,12.60214,4.605281,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5854.3816,61.72239,101.6862,5.52E+10,2.28E+10,3.15E+10,1.63E+10,6.20E+10,0.08060726,2.73E-06,0.2082823,2.541056,2997.483,4938.592,1.647553,11.11737,4.530191,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5854.534,61.51466,102.0877,5.51E+10,2.27E+10,3.22E+10,1.71E+10,6.25E+10,0.08092745,2.74E-06,0.2147935,2.543867,2985.673,4955.326,1.659723,10.85829,4.4267,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5854.6864,61.08986,102.08,5.55E+10,2.27E+10,3.31E+10,1.80E+10,6.34E+10,0.0843095,0.000289284,0.2210037,2.547657,2985.897,4989.374,1.670983,10.63395,4.393085,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5854.8388,61.72123,101.915,5.52E+10,2.28E+10,3.18E+10,1.66E+10,6.22E+10,0.08670284,0.000791168,0.2102739,2.550144,2990.73,4938.667,1.651335,10.72613,4.383005,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5854.9912,61.5254,101.8139,5.54E+10,2.28E+10,3.21E+10,1.69E+10,6.25E+10,0.08768652,0.001009412,0.2122841,2.547495,2993.699,4954.431,1.654948,10.60423,4.390404,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5855.1436,61.10276,101.482,5.58E+10,2.29E+10,3.27E+10,1.74E+10,6.33E+10,0.08804347,0.00043015,0.2156291,2.543605,3003.507,4988.32,1.660845,11.46092,4.366103,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5855.296,61.66405,101.4606,5.54E+10,2.30E+10,3.16E+10,1.62E+10,6.22E+10,0.08919048,3.92E-06,0.2070913,2.543853,3004.131,4943.193,1.645449,13.05729,4.34181,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5855.4484,63.164,102.2749,5.38E+10,2.26E+10,2.91E+10,1.41E+10,5.92E+10,0.09168128,6.25E-06,0.1915974,2.542134,2980.3,4826.653,1.619431,15.20024,4.398925,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5855.6008,65.286,103.8729,5.12E+10,2.18E+10,2.62E+10,1.16E+10,5.52E+10,0.09516576,7.35E-06,0.1734599,2.532108,2934.603,4670.08,1.591266,16.69543,4.540176,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5855.7532,66.96236,105.799,4.87E+10,2.09E+10,2.43E+10,1.04E+10,5.21E+10,0.099503,4.57E-06,0.1658443,2.515941,2881.175,4552.196,1.579979,17.4411,4.710864,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5855.9056,67.37283,108.4665,4.69E+10,1.98E+10,2.49E+10,1.17E+10,5.12E+10,0.1051849,2.73E-06,0.185193,2.503871,2810.69,4524.089,1.609984,17.38915,4.785597,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5856.058,66.68384,109.9891,4.64E+10,1.92E+10,2.66E+10,1.38E+10,5.22E+10,0.1121018,5.39E-05,0.2092618,2.499684,2771.187,4571.097,1.649527,16.39942,4.742334,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5856.2104,65.51237,108.4998,4.80E+10,1.98E+10,2.79E+10,1.47E+10,5.42E+10,0.1160844,0.000305813,0.2130715,2.504394,2809.674,4652.977,1.656122,15.16209,4.579567,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5856.3628,64.88483,106.6799,4.95E+10,2.05E+10,2.81E+10,1.44E+10,5.54E+10,0.1144609,0.00119561,0.2063933,2.511629,2857.221,4697.561,1.644134,14.89362,4.423748,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5856.5152,64.56013,105.4282,5.04E+10,2.10E+10,2.80E+10,1.40E+10,5.60E+10,0.1085645,0.002458624,0.1999849,2.511818,2891.186,4721.235,1.633006,14.6081,4.389141,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5856.6676,64.12814,104.5335,5.11E+10,2.13E+10,2.82E+10,1.40E+10,5.66E+10,0.1015626,0.002327567,0.1982745,2.50589,2915.832,4753.039,1.630077,13.88929,4.46522,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5856.82,63.21084,104.1546,5.18E+10,2.14E+10,2.96E+10,1.53E+10,5.82E+10,0.09984914,0.000994246,0.2083477,2.501301,2926.422,4822.445,1.64788,12.52572,4.574,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5856.9724,62.45351,103.806,5.26E+10,2.16E+10,3.09E+10,1.65E+10,5.98E+10,0.1010064,0.000163432,0.2163418,2.509667,2936.259,4880.472,1.662136,12.63044,4.582098,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5857.1248,62.37074,103.4136,5.32E+10,2.19E+10,3.10E+10,1.64E+10,6.02E+10,0.1030969,7.14E-06,0.2141255,2.519747,2947.396,4886.914,1.658053,12.83248,4.566722,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5857.2772,61.92068,103.2948,5.35E+10,2.20E+10,3.18E+10,1.72E+10,6.11E+10,0.1073914,6.12E-06,0.2194676,2.521079,2950.777,4922.668,1.668266,13.76622,4.539615,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5857.4296,61.5287,103.4975,5.36E+10,2.18E+10,3.27E+10,1.81E+10,6.18E+10,0.1100305,1.38E-05,0.2266895,2.517955,2945.006,4953.786,1.682101,14.47305,4.525373,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5857.582,61.37065,103.3413,5.37E+10,2.19E+10,3.29E+10,1.83E+10,6.20E+10,0.1047925,1.79E-05,0.2275908,2.515345,2949.466,4966.563,1.683887,15.01614,4.552899,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5857.7344,59.89185,102.6763,5.52E+10,2.22E+10,3.58E+10,2.10E+10,6.54E+10,0.09378576,0.001971931,0.2418855,2.52235,2968.595,5091.125,1.714892,13.55896,4.53158,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5857.8868,58.0036,101.682,5.75E+10,2.28E+10,3.97E+10,2.45E+10,7.02E+10,0.08256407,0.005696553,0.2587878,2.539116,2997.674,5255.73,1.753198,11.03857,4.465338,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5858.0392,56.98966,100.5273,5.95E+10,2.36E+10,4.19E+10,2.62E+10,7.33E+10,0.07384943,0.008964108,0.2632035,2.56276,3032.116,5348.503,1.763954,9.417562,4.350502,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5858.1916,56.76941,98.73505,6.17E+10,2.46E+10,4.17E+10,2.52E+10,7.45E+10,0.06895846,0.01057655,0.2528122,2.585151,3087.448,5369.094,1.739248,8.713987,4.265042,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5858.344,57.22805,96.44663,6.36E+10,2.59E+10,3.90E+10,2.18E+10,7.36E+10,0.06852034,0.009382744,0.2276789,2.595042,3160.741,5326.285,1.685501,8.857753,4.241036,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5858.4964,56.40091,95.31855,6.53E+10,2.65E+10,4.05E+10,2.28E+10,7.59E+10,0.06885307,0.006713218,0.2303059,2.595058,3197.704,5405.789,1.690486,8.973206,4.216433,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5858.6488,55.54009,94.89535,6.63E+10,2.67E+10,4.24E+10,2.46E+10,7.81E+10,0.06548868,0.00496425,0.2394733,2.591585,3211.985,5487.928,1.708591,9.001607,4.208745,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5858.8012,55.91647,94.34801,6.66E+10,2.71E+10,4.10E+10,2.29E+10,7.71E+10,0.05718061,0.005401754,0.2291643,2.593993,3230.619,5451.186,1.687393,8.678153,4.207244,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5858.9536,56.43507,93.76244,6.69E+10,2.75E+10,3.93E+10,2.09E+10,7.60E+10,0.04528775,0.00855291,0.2158762,2.603863,3250.802,5400.963,1.661461,8.099005,4.217187,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5859.106,57.45161,93.06695,6.68E+10,2.80E+10,3.62E+10,1.75E+10,7.36E+10,0.03755522,0.01019226,0.1916007,2.614635,3275.115,5306.194,1.620264,7.832186,4.213598,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5859.2584,57.46957,92.54095,6.74E+10,2.84E+10,3.58E+10,1.69E+10,7.37E+10,0.03848204,0.008877803,0.1860346,2.61815,3293.689,5304.118,1.610366,7.725811,4.206245,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5859.4108,56.78303,92.1226,6.84E+10,2.87E+10,3.72E+10,1.81E+10,7.54E+10,0.04381121,0.006093343,0.1936387,2.617352,3308.655,5367.871,1.622368,8.215999,4.17658,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5859.5632,56.89682,92.20492,6.82E+10,2.86E+10,3.70E+10,1.79E+10,7.51E+10,0.04829453,0.002735365,0.192538,2.616915,3305.703,5357.176,1.620578,7.799995,4.188787,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5859.7156,56.23653,92.09947,6.89E+10,2.87E+10,3.87E+10,1.96E+10,7.69E+10,0.04965355,0.000554517,0.2026082,2.616752,3309.494,5420.932,1.637945,8.260136,4.236109,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5859.868,55.28979,91.70744,7.03E+10,2.89E+10,4.10E+10,2.17E+10,7.96E+10,0.04486379,2.74E-06,0.2144679,2.619499,3323.62,5512.894,1.658694,7.999523,4.266779,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5860.0204,55.09299,91.36575,7.10E+10,2.92E+10,4.14E+10,2.19E+10,8.04E+10,0.04006416,0.001433628,0.2143147,2.627948,3336.057,5532.465,1.658393,8.093724,4.226088,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5860.1728,55.00904,91.29441,7.16E+10,2.95E+10,4.19E+10,2.22E+10,8.12E+10,0.03886097,0.004698036,0.2149843,2.644416,3338.652,5540.921,1.659632,7.74375,4.164931,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5860.3252,54.81944,91.27016,7.23E+10,2.97E+10,4.27E+10,2.29E+10,8.22E+10,0.0383179,0.008145251,0.2178275,2.660148,3339.539,5560.089,1.664926,7.627918,4.119292,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5860.4776,54.50167,91.15733,7.28E+10,2.98E+10,4.36E+10,2.38E+10,8.34E+10,0.0374243,0.009222988,0.2218157,2.666376,3343.67,5592.564,1.67258,7.810544,4.102293,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5860.63,54.31705,91.10916,7.30E+10,2.98E+10,4.41E+10,2.43E+10,8.39E+10,0.03582909,0.005892909,0.2242948,2.664088,3345.438,5611.499,1.677359,8.1904,4.076152,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5860.7824,54.38455,91.02925,7.29E+10,2.98E+10,4.38E+10,2.39E+10,8.36E+10,0.03407249,0.00203338,0.2224676,2.660287,3348.376,5604.542,1.673811,8.394632,4.068315,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5860.9348,54.47144,90.98352,7.28E+10,2.98E+10,4.35E+10,2.36E+10,8.32E+10,0.03314866,0.000423555,0.2206535,2.658706,3350.057,5595.594,1.670298,8.828647,4.084773,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5861.0872,54.39495,91.06998,7.28E+10,2.98E+10,4.37E+10,2.39E+10,8.34E+10,0.03324822,0.000122703,0.2226852,2.656274,3346.879,5603.476,1.674242,8.2993,4.13817,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5861.2396,54.65276,91.43605,7.20E+10,2.94E+10,4.32E+10,2.35E+10,8.24E+10,0.03352874,6.72E-05,0.2220738,2.650177,3333.505,5577.18,1.673057,8.266102,4.18926,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5861.392,55.6055,92.07944,7.02E+10,2.89E+10,4.08E+10,2.15E+10,7.94E+10,0.03622281,3.63E-06,0.212948,2.64059,3310.235,5482.13,1.656069,8.118545,4.243211,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5861.5444,55.0989,92.58831,6.98E+10,2.85E+10,4.25E+10,2.35E+10,8.05E+10,0.04268705,0.001048926,0.2253754,2.630008,3292.004,5533.278,1.680879,8.507206,4.274382,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5861.6968,54.92974,93.73059,6.85E+10,2.77E+10,4.36E+10,2.52E+10,8.05E+10,0.05124198,0.002835191,0.2384539,2.614013,3252.142,5549.37,1.706373,10.37779,4.412646,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5861.8492,56.94126,96.63433,6.38E+10,2.58E+10,4.00E+10,2.28E+10,7.44E+10,0.06027143,0.003550095,0.2341017,2.593022,3155.35,5355.959,1.697272,14.1012,4.679833,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5862.0016,58.63934,100.0946,5.91E+10,2.39E+10,3.77E+10,2.18E+10,6.95E+10,0.0688906,0.001501675,0.238536,2.57229,3045.909,5198.21,1.706844,17.27934,5.032325,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5862.154,60.46766,103.2688,5.54E+10,2.23E+10,3.54E+10,2.05E+10,6.52E+10,0.07554104,1.20E-05,0.2391634,2.562578,2952.191,5042.835,1.708026,18.34936,5.269448,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5862.3064,61.51117,105.1894,5.34E+10,2.15E+10,3.43E+10,1.99E+10,6.30E+10,0.07805872,0.000331079,0.2401241,2.566151,2897.699,4955.205,1.710091,17.02335,5.256094,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5862.4588,62.50782,105.3041,5.29E+10,2.15E+10,3.24E+10,1.81E+10,6.12E+10,0.07723497,0.00149746,0.2275765,2.571169,2894.495,4877.136,1.685043,14.68969,5.046073,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5862.6112,62.3258,103.9362,5.40E+10,2.22E+10,3.21E+10,1.73E+10,6.16E+10,0.07437914,0.003613987,0.219267,2.575315,2932.824,4891.222,1.667699,12.24334,4.748687,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5862.7636,59.78382,101.5679,5.75E+10,2.33E+10,3.62E+10,2.07E+10,6.73E+10,0.06804445,0.00596931,0.234841,2.581948,3001.449,5101.971,1.699537,11.08152,4.530401,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5862.916,57.51109,98.69722,6.15E+10,2.47E+10,3.99E+10,2.34E+10,7.28E+10,0.05880243,0.006222168,0.2429275,2.591985,3088.936,5300.808,1.716105,10.26227,4.442737,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5863.0684,55.36127,95.29626,6.65E+10,2.67E+10,4.35E+10,2.57E+10,7.91E+10,0.04999787,0.004805816,0.2453341,2.605657,3199.603,5508.539,1.721506,9.780883,4.416012,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5863.2208,54.07321,92.99464,7.00E+10,2.81E+10,4.57E+10,2.69E+10,8.32E+10,0.04446138,0.003844972,0.2445601,2.616902,3277.763,5636.859,1.719771,8.670607,4.420116,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5863.3732,54.01849,92.59559,7.05E+10,2.84E+10,4.56E+10,2.66E+10,8.34E+10,0.04310689,0.004058135,0.2420417,2.619896,3291.74,5642.527,1.714147,9.027949,4.411792,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5863.5256,54.5334,93.07411,6.94E+10,2.80E+10,4.43E+10,2.56E+10,8.17E+10,0.0446675,0.005068919,0.2386167,2.613606,3274.847,5589.515,1.70678,10.37828,4.400526,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5863.678,55.12382,93.58372,6.83E+10,2.77E+10,4.29E+10,2.44E+10,7.97E+10,0.0447243,0.00511431,0.2343501,2.607855,3256.993,5529.462,1.697713,10.61315,4.361273,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5863.8304,55.2228,93.1972,6.88E+10,2.80E+10,4.24E+10,2.37E+10,7.97E+10,0.04198175,0.003694684,0.2294305,2.617476,3270.573,5519.471,1.687649,10.20712,4.260847,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5863.9828,54.76335,92.47547,7.03E+10,2.86E+10,4.34E+10,2.44E+10,8.16E+10,0.03832666,0.002778746,0.2299421,2.632351,3296.036,5565.975,1.688672,9.660279,4.222785,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5864.1352,54.16331,91.8615,7.17E+10,2.90E+10,4.48E+10,2.55E+10,8.36E+10,0.0355089,0.004505534,0.2335409,2.638358,3318.082,5627.563,1.696021,9.629228,4.241904,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5864.2876,53.54001,91.42554,7.26E+10,2.93E+10,4.63E+10,2.68E+10,8.54E+10,0.03543155,0.009967961,0.2390073,2.634459,3333.867,5693.164,1.707664,9.94634,4.301845,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5864.44,53.55616,91.1158,7.28E+10,2.95E+10,4.60E+10,2.64E+10,8.53E+10,0.03528226,0.0125385,0.2360059,2.632659,3345.205,5691.358,1.70137,9.587954,4.314123,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5864.5924,53.9717,90.93104,7.28E+10,2.97E+10,4.46E+10,2.49E+10,8.42E+10,0.03338499,0.009040505,0.2280255,2.639551,3351.991,5647.458,1.684809,9.561232,4.286158,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5864.7448,54.43245,90.90518,7.26E+10,2.97E+10,4.33E+10,2.35E+10,8.30E+10,0.03282604,0.004587933,0.2204917,2.646056,3352.944,5599.746,1.670098,9.904985,4.269514,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5864.8972,54.59057,90.91413,7.24E+10,2.97E+10,4.28E+10,2.30E+10,8.25E+10,0.03558949,0.002580216,0.2180685,2.645219,3352.614,5583.392,1.665385,9.32289,4.255605,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5865.0496,54.21881,90.64768,7.29E+10,2.98E+10,4.36E+10,2.37E+10,8.34E+10,0.03995999,0.0009599,0.2214773,2.637529,3362.491,5621.805,1.671906,9.79721,4.256125,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5865.202,54.03834,90.78492,7.27E+10,2.96E+10,4.41E+10,2.44E+10,8.37E+10,0.04432756,7.80E-06,0.225627,2.629545,3357.42,5640.443,1.680006,9.570926,4.276998,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5865.3544,54.15232,91.14449,7.21E+10,2.94E+10,4.40E+10,2.45E+10,8.32E+10,0.04639273,5.85E-06,0.2272039,2.625797,3344.144,5628.576,1.683114,10.41878,4.335454,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5865.5068,54.2257,91.3176,7.17E+10,2.92E+10,4.39E+10,2.44E+10,8.28E+10,0.04490193,4.54E-06,0.2276606,2.622216,3337.804,5620.952,1.684028,10.35919,4.447977,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5865.6592,55.2024,91.4709,7.06E+10,2.91E+10,4.11E+10,2.17E+10,7.99E+10,0.04107699,0.001470113,0.213294,2.618721,3332.209,5522.739,1.657362,10.9128,4.575922,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5865.8116,55.77011,91.91933,6.97E+10,2.88E+10,3.99E+10,2.06E+10,7.83E+10,0.03727989,0.008404493,0.2086412,2.62065,3315.994,5465.317,1.648203,11.38058,4.673289,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5865.964,55.76647,92.59194,6.93E+10,2.85E+10,4.06E+10,2.16E+10,7.86E+10,0.03702397,0.01646804,0.2153726,2.631048,3291.906,5465.662,1.660346,11.31064,4.679391,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5866.1164,55.735,93.13406,6.90E+10,2.82E+10,4.12E+10,2.24E+10,7.89E+10,0.04028236,0.02022504,0.2209972,2.637009,3272.72,5468.753,1.671027,10.43468,4.619574,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5866.2688,55.09738,93.24654,6.92E+10,2.81E+10,4.30E+10,2.43E+10,8.04E+10,0.04305269,0.02015626,0.2317086,2.627876,3268.756,5532.448,1.692515,9.559011,4.549473,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5866.4212,54.77928,93.27081,6.90E+10,2.79E+10,4.37E+10,2.51E+10,8.09E+10,0.04282405,0.01778429,0.2367131,2.612071,3267.905,5564.161,1.702668,9.209454,4.489813,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5866.5736,54.74103,93.13572,6.91E+10,2.79E+10,4.36E+10,2.50E+10,8.09E+10,0.04104109,0.01419247,0.2361087,2.608231,3272.654,5568.052,1.701388,9.35473,4.402421,,
2-ANP-2A-RJS,LQC_ParamElast,Itapema,5866.726,54.53039,92.45818,7.02E+10,2.84E+10,4.38E+10,2.49E+10,8.18E+10,0.03962535,0.008652007,0.2332879,2.617042,3296.707,5589.567,1.695525,9.851007,4.306558,,
